H 45
H This is a preprocessor file for the directory: m3z1m3/H5_surf
H At the time of the creation of this file there were 45 h5 files.
  M3.00Z.0010.0032001.surf.h5-cyc  M3.00Z.0010.0032001.surf.h5-age  M3.00Z.0010.0028001.surf.h5-cyc  M3.00Z.0010.0028001.surf.h5-age  M3.00Z.0010.0009001.surf.h5-cyc  M3.00Z.0010.0009001.surf.h5-age  M3.00Z.0010.0014001.surf.h5-cyc  M3.00Z.0010.0014001.surf.h5-age  M3.00Z.0010.0038001.surf.h5-cyc  M3.00Z.0010.0038001.surf.h5-age  M3.00Z.0010.0020001.surf.h5-cyc  M3.00Z.0010.0020001.surf.h5-age  M3.00Z.0010.0042001.surf.h5-cyc  M3.00Z.0010.0042001.surf.h5-age  M3.00Z.0010.0030001.surf.h5-cyc  M3.00Z.0010.0030001.surf.h5-age  M3.00Z.0010.0018001.surf.h5-cyc  M3.00Z.0010.0018001.surf.h5-age  M3.00Z.0010.0043001.surf.h5-cyc  M3.00Z.0010.0043001.surf.h5-age  M3.00Z.0010.0036001.surf.h5-cyc  M3.00Z.0010.0036001.surf.h5-age  M3.00Z.0010.0012001.surf.h5-cyc  M3.00Z.0010.0012001.surf.h5-age  M3.00Z.0010.0039001.surf.h5-cyc  M3.00Z.0010.0039001.surf.h5-age  M3.00Z.0010.0026001.surf.h5-cyc  M3.00Z.0010.0026001.surf.h5-age  M3.00Z.0010.0017001.surf.h5-cyc  M3.00Z.0010.0017001.surf.h5-age  M3.00Z.0010.0044001.surf.h5-cyc  M3.00Z.0010.0044001.surf.h5-age  M3.00Z.0010.0027001.surf.h5-cyc  M3.00Z.0010.0027001.surf.h5-age  M3.00Z.0010.0002001.surf.h5-cyc  M3.00Z.0010.0002001.surf.h5-age  M3.00Z.0010.0023001.surf.h5-cyc  M3.00Z.0010.0023001.surf.h5-age  M3.00Z.0010.0005001.surf.h5-cyc  M3.00Z.0010.0005001.surf.h5-age  M3.00Z.0010.0008001.surf.h5-cyc  M3.00Z.0010.0008001.surf.h5-age  M3.00Z.0010.0006001.surf.h5-cyc  M3.00Z.0010.0006001.surf.h5-age  M3.00Z.0010.0024001.surf.h5-cyc  M3.00Z.0010.0024001.surf.h5-age  M3.00Z.0010.0033001.surf.h5-cyc  M3.00Z.0010.0033001.surf.h5-age  M3.00Z.0010.0007001.surf.h5-cyc  M3.00Z.0010.0007001.surf.h5-age  M3.00Z.0010.0016001.surf.h5-cyc  M3.00Z.0010.0016001.surf.h5-age  M3.00Z.0010.0019001.surf.h5-cyc  M3.00Z.0010.0019001.surf.h5-age  M3.00Z.0010.0035001.surf.h5-cyc  M3.00Z.0010.0035001.surf.h5-age  M3.00Z.0010.0031001.surf.h5-cyc  M3.00Z.0010.0031001.surf.h5-age  M3.00Z.0010.0015001.surf.h5-cyc  M3.00Z.0010.0015001.surf.h5-age  M3.00Z.0010.0010001.surf.h5-cyc  M3.00Z.0010.0010001.surf.h5-age  M3.00Z.0010.0000001.surf.h5-cyc  M3.00Z.0010.0000001.surf.h5-age  M3.00Z.0010.0001001.surf.h5-cyc  M3.00Z.0010.0001001.surf.h5-age  M3.00Z.0010.0034001.surf.h5-cyc  M3.00Z.0010.0034001.surf.h5-age  M3.00Z.0010.0022001.surf.h5-cyc  M3.00Z.0010.0022001.surf.h5-age  M3.00Z.0010.0013001.surf.h5-cyc  M3.00Z.0010.0013001.surf.h5-age  M3.00Z.0010.0021001.surf.h5-cyc  M3.00Z.0010.0021001.surf.h5-age  M3.00Z.0010.0025001.surf.h5-cyc  M3.00Z.0010.0025001.surf.h5-age  M3.00Z.0010.0041001.surf.h5-cyc  M3.00Z.0010.0041001.surf.h5-age  M3.00Z.0010.0029001.surf.h5-cyc  M3.00Z.0010.0029001.surf.h5-age  M3.00Z.0010.0003001.surf.h5-cyc  M3.00Z.0010.0003001.surf.h5-age  M3.00Z.0010.0040001.surf.h5-cyc  M3.00Z.0010.0040001.surf.h5-age  M3.00Z.0010.0004001.surf.h5-cyc  M3.00Z.0010.0004001.surf.h5-age  M3.00Z.0010.0037001.surf.h5-cyc  M3.00Z.0010.0037001.surf.h5-age  M3.00Z.0010.0011001.surf.h5-cyc  M3.00Z.0010.0011001.surf.h5-age
  32798.0000                       9374868020583532.0000            28798.0000                       9374480667578754.0000            9798.0000                        9372048039133294.0000            14798.0000                       9372917083793882.0000            38798.0000                       9375383953348500.0000            20798.0000                       9373692607574790.0000            42798.0000                       9375629962858648.0000            30798.0000                       9374507431804176.0000            18798.0000                       9373309999210640.0000            43798.0000                       9375636455779332.0000            3.1416                           3.1416                           12798.0000                       9372582097080612.0000            3.1416                           3.1416                           26798.0000                       9374188420969228.0000            17798.0000                       9373300238121474.0000            44798.0000                       9375779780873072.0000            27798.0000                       9374436563474886.0000            2798.0000                        9368693130024742.0000            23798.0000                       9373987665283818.0000            5798.0000                        9371479750728318.0000            8798.0000                        9371977585408666.0000            6798.0000                        9371721687936066.0000            24798.0000                       9374092453229784.0000            33798.0000                       9374869519982812.0000            7798.0000                        9371732569249438.0000            16798.0000                       9373158797795366.0000            19798.0000                       9373562817850392.0000            35798.0000                       9375124340622406.0000            31798.0000                       9374761472883062.0000            15798.0000                       9372923129227034.0000            10798.0000                       9372387608137922.0000            798.0000                         28157637668313.5039              1798.0000                        8556217511231526.0000            34798.0000                       9374880976382854.0000            22798.0000                       9373703061413616.0000            13798.0000                       9372910843547308.0000            21798.0000                       9373694073054646.0000            25798.0000                       9374094535155668.0000            41798.0000                       9375628689137632.0000            29798.0000                       9374482558050712.0000            3798.0000                        9370361028371876.0000            40798.0000                       9375628179851966.0000            4798.0000                        9371248156201232.0000            3.1416                           3.1416                           11798.0000                       9372388427041392.0000          
  32799.0000                       9374868020676086.0000            28799.0000                       9374480667632010.0000            9799.0000                        9372048513582858.0000            14799.0000                       9372917084182884.0000            38799.0000                       9375384123307320.0000            20799.0000                       9373692607645054.0000            42799.0000                       9375629963761372.0000            30799.0000                       9374507693240686.0000            18799.0000                       9373310043841622.0000            43799.0000                       9375636497762006.0000            3.1416                           3.1416                           12799.0000                       9372582449552232.0000            3.1416                           3.1416                           26799.0000                       9374188695305346.0000            17799.0000                       9373300238257404.0000            44799.0000                       9375779896825028.0000            27799.0000                       9374436797356540.0000            2799.0000                        9368698723936062.0000            23799.0000                       9373987933214382.0000            5799.0000                        9371479754824406.0000            8799.0000                        9371977585698372.0000            6799.0000                        9371721701012724.0000            24799.0000                       9374092453271428.0000            33799.0000                       9374869522151936.0000            7799.0000                        9371732664344254.0000            16799.0000                       9373159146174610.0000            19799.0000                       9373563098960304.0000            35799.0000                       9375124550931598.0000            31799.0000                       9374761701629848.0000            15799.0000                       9372923166956794.0000            10799.0000                       9372387610954578.0000            799.0000                         28243874826036.3633              1799.0000                        8558283772655479.0000            34799.0000                       9374881034255976.0000            22799.0000                       9373703065294168.0000            13799.0000                       9372910944005252.0000            21799.0000                       9373694075614294.0000            25799.0000                       9374094537295302.0000            41799.0000                       9375628691242900.0000            29799.0000                       9374482560573828.0000            3799.0000                        9370361820295694.0000            40799.0000                       9375628180072862.0000            4799.0000                        9371248181171394.0000            3.1416                           3.1416                           11799.0000                       9372388427051544.0000          
  32800.0000                       9374868020767862.0000            28800.0000                       9374480667684976.0000            9800.0000                        9372048989243638.0000            14800.0000                       9372917084564516.0000            38800.0000                       9375384293409658.0000            20800.0000                       9373692607714898.0000            42800.0000                       9375629964664572.0000            30800.0000                       9374507955430998.0000            18800.0000                       9373310088208210.0000            43800.0000                       9375636541516130.0000            3.1416                           3.1416                           12800.0000                       9372582800827768.0000            3.1416                           3.1416                           26800.0000                       9374188970068392.0000            17800.0000                       9373300238393164.0000            44800.0000                       9375780012429480.0000            27800.0000                       9374437032373916.0000            2800.0000                        9368704279327700.0000            23800.0000                       9373988198902802.0000            5800.0000                        9371479758909626.0000            8800.0000                        9371977585987840.0000            6800.0000                        9371721713864478.0000            24800.0000                       9374092453312922.0000            33800.0000                       9374869524240624.0000            7800.0000                        9371732759231212.0000            16800.0000                       9373159495477484.0000            19800.0000                       9373563379275326.0000            35800.0000                       9375124760818194.0000            31800.0000                       9374761930707288.0000            15800.0000                       9372923212232506.0000            10800.0000                       9372387613757756.0000            800.0000                         28330450726934.2344              1800.0000                        8560334404266634.0000            34800.0000                       9374881093658564.0000            22800.0000                       9373703069950832.0000            13800.0000                       9372911042944702.0000            21800.0000                       9373694078158314.0000            25800.0000                       9374094539358952.0000            41800.0000                       9375628693359484.0000            29800.0000                       9374482563072768.0000            3800.0000                        9370362543622530.0000            40800.0000                       9375628180292658.0000            4800.0000                        9371248206339238.0000            3.1416                           3.1416                           11800.0000                       9372388427061660.0000          
  32801.0000                       9374868020858870.0000            28801.0000                       9374480667737694.0000            9801.0000                        9372049463635986.0000            14801.0000                       9372917084940312.0000            38801.0000                       9375384462885506.0000            20801.0000                       9373692607783966.0000            42801.0000                       9375629965567146.0000            30801.0000                       9374508218533690.0000            18801.0000                       9373310132330212.0000            43801.0000                       9375636587303486.0000            3.1416                           3.1416                           12801.0000                       9372583150616386.0000            3.1416                           3.1416                           26801.0000                       9374189245440410.0000            17801.0000                       9373300238528782.0000            44801.0000                       9375780127662090.0000            27801.0000                       9374437266280018.0000            2801.0000                        9368709848897760.0000            23801.0000                       9373988463634806.0000            5801.0000                        9371479762989046.0000            8801.0000                        9371977586276884.0000            6801.0000                        9371721726495604.0000            24801.0000                       9374092453354074.0000            33801.0000                       9374869526294156.0000            7801.0000                        9371732853902840.0000            16801.0000                       9373159843450446.0000            19801.0000                       9373563659238840.0000            35801.0000                       9375124970987412.0000            31801.0000                       9374762159229402.0000            15801.0000                       9372923266563360.0000            10801.0000                       9372387616498938.0000            801.0000                         28417374221845.6055              1801.0000                        8562353176934126.0000            34801.0000                       9374881156208498.0000            22801.0000                       9373703075538828.0000            13801.0000                       9372911140381062.0000            21801.0000                       9373694080687480.0000            25801.0000                       9374094541835332.0000            41801.0000                       9375628695454686.0000            29801.0000                       9374482565427784.0000            3801.0000                        9370363202189324.0000            40801.0000                       9375628180510870.0000            4801.0000                        9371248231665770.0000            3.1416                           3.1416                           11801.0000                       9372388427073800.0000          
  32802.0000                       9374868020948226.0000            28802.0000                       9374480667790206.0000            9802.0000                        9372049937539610.0000            14802.0000                       9372917085311534.0000            38802.0000                       9375384632142258.0000            20802.0000                       9373692607852124.0000            42802.0000                       9375629966469414.0000            30802.0000                       9374508481889870.0000            18802.0000                       9373310176221708.0000            43802.0000                       9375636635460516.0000            3.1416                           3.1416                           12802.0000                       9372583499618994.0000            3.1416                           3.1416                           26802.0000                       9374189520693256.0000            17802.0000                       9373300238664270.0000            44802.0000                       9375780243039306.0000            27802.0000                       9374437499166998.0000            2802.0000                        9368715453194042.0000            23802.0000                       9373988728616794.0000            5802.0000                        9371479767065004.0000            8802.0000                        9371977586565692.0000            6802.0000                        9371721738910244.0000            24802.0000                       9374092453395086.0000            33802.0000                       9374869528336030.0000            7802.0000                        9371732948350178.0000            16802.0000                       9373160191195552.0000            19802.0000                       9373563938308456.0000            35802.0000                       9375125181714264.0000            31802.0000                       9374762386802408.0000            15802.0000                       9372923315818234.0000            10802.0000                       9372387619219710.0000            802.0000                         28504646455278.0039              1802.0000                        8564337930553460.0000            34802.0000                       9374881223883300.0000            22802.0000                       9373703082244424.0000            13802.0000                       9372911236330358.0000            21802.0000                       9373694083206086.0000            25802.0000                       9374094544521472.0000            41802.0000                       9375628697543942.0000            29802.0000                       9374482567474910.0000            3802.0000                        9370363804155552.0000            40802.0000                       9375628180723740.0000            4802.0000                        9371248257172936.0000            3.1416                           3.1416                           11802.0000                       9372388427085878.0000          
  32803.0000                       9374868021035764.0000            28803.0000                       9374480667842550.0000            9803.0000                        9372050410292290.0000            14803.0000                       9372917085679226.0000            38803.0000                       9375384800989820.0000            20803.0000                       9373692607919438.0000            42803.0000                       9375629967370814.0000            30803.0000                       9374508745081764.0000            18803.0000                       9373310219896590.0000            43803.0000                       9375636686286876.0000            3.1416                           3.1416                           12803.0000                       9372583848183162.0000            3.1416                           3.1416                           26803.0000                       9374189794435610.0000            17803.0000                       9373300238799640.0000            44803.0000                       9375780358413012.0000            27803.0000                       9374437732405292.0000            2803.0000                        9368721010146128.0000            23803.0000                       9373988993195290.0000            5803.0000                        9371479771140830.0000            8803.0000                        9371977586912262.0000            6803.0000                        9371721751112480.0000            24803.0000                       9374092453435454.0000            33803.0000                       9374869530674820.0000            7803.0000                        9371733042564670.0000            16803.0000                       9373160538843324.0000            19803.0000                       9373564216691064.0000            35803.0000                       9375125392307404.0000            31803.0000                       9374762614011918.0000            15803.0000                       9372923352812126.0000            10803.0000                       9372387621875724.0000            803.0000                         28592273881429.2656              1803.0000                        8566298781092501.0000            34803.0000                       9374881299202310.0000            22803.0000                       9373703090291138.0000            13803.0000                       9372911330813826.0000            21803.0000                       9373694085717502.0000            25803.0000                       9374094547231796.0000            41803.0000                       9375628699635866.0000            29803.0000                       9374482569135442.0000            3803.0000                        9370364358264520.0000            40803.0000                       9375628180935466.0000            4803.0000                        9371248282940178.0000            3.1416                           3.1416                           11803.0000                       9372388427100372.0000          
  32804.0000                       9374868021122818.0000            28804.0000                       9374480667894756.0000            9804.0000                        9372050882197164.0000            14804.0000                       9372917086044262.0000            38804.0000                       9375384969164380.0000            20804.0000                       9373692607985964.0000            42804.0000                       9375629968270778.0000            30804.0000                       9374509008968166.0000            18804.0000                       9373310263369506.0000            43804.0000                       9375636740180990.0000            3.1416                           3.1416                           12804.0000                       9372584196442970.0000            3.1416                           3.1416                           26804.0000                       9374190068069892.0000            17804.0000                       9373300238934932.0000            44804.0000                       9375780473574374.0000            27804.0000                       9374437965287170.0000            2804.0000                        9368726634483726.0000            23804.0000                       9373989257430518.0000            5804.0000                        9371479776031822.0000            8804.0000                        9371977587251586.0000            6804.0000                        9371721763106314.0000            24804.0000                       9374092453475732.0000            33804.0000                       9374869533481368.0000            7804.0000                        9371733136536560.0000            16804.0000                       9373160887024982.0000            19804.0000                       9373564495581720.0000            35804.0000                       9375125602052638.0000            31804.0000                       9374762840139316.0000            15804.0000                       9372923378524798.0000            10804.0000                       9372387624516088.0000            804.0000                         28680256592013.8438              1804.0000                        8568243802150432.0000            34804.0000                       9374881385357548.0000            22804.0000                       9373703099947196.0000            13804.0000                       9372911423851786.0000            21804.0000                       9373694088222124.0000            25804.0000                       9374094550092822.0000            41804.0000                       9375628701706730.0000            29804.0000                       9374482570751570.0000            3804.0000                        9370364872573528.0000            40804.0000                       9375628181145990.0000            4804.0000                        9371248309053212.0000            3.1416                           3.1416                           11804.0000                       9372388427114810.0000          
  32805.0000                       9374868021209324.0000            28805.0000                       9374480667946856.0000            9805.0000                        9372051353295348.0000            14805.0000                       9372917086407396.0000            38805.0000                       9375385137519674.0000            20805.0000                       9373692608052160.0000            42805.0000                       9375629969169084.0000            30805.0000                       9374509273500178.0000            18805.0000                       9373310306651650.0000            43805.0000                       9375636797464850.0000            3.1416                           3.1416                           12805.0000                       9372584545160224.0000            3.1416                           3.1416                           26805.0000                       9374190342728040.0000            17805.0000                       9373300239070138.0000            44805.0000                       9375780588834170.0000            27805.0000                       9374438198066316.0000            2805.0000                        9368732264699712.0000            23805.0000                       9373989521541212.0000            5805.0000                        9371479780831884.0000            8805.0000                        9371977587584392.0000            6805.0000                        9371721774895806.0000            24805.0000                       9374092453515858.0000            33805.0000                       9374869536422598.0000            7805.0000                        9371733230258508.0000            16805.0000                       9373161236243550.0000            19805.0000                       9373564775169402.0000            35805.0000                       9375125812530938.0000            31805.0000                       9374763066345802.0000            15805.0000                       9372923397404380.0000            10805.0000                       9372387627108822.0000            805.0000                         28768599789171.1055              1805.0000                        8570175788576813.0000            34805.0000                       9374881486533018.0000            22805.0000                       9373703111534466.0000            13805.0000                       9372911515454616.0000            21805.0000                       9373694090736452.0000            25805.0000                       9374094552474380.0000            41805.0000                       9375628703782038.0000            29805.0000                       9374482572658798.0000            3805.0000                        9370365353959966.0000            40805.0000                       9375628181354814.0000            4805.0000                        9371248335615342.0000            3.1416                           3.1416                           11805.0000                       9372388427128996.0000          
  32806.0000                       9374868021295526.0000            28806.0000                       9374480667998876.0000            9806.0000                        9372051824023614.0000            14806.0000                       9372917086769210.0000            38806.0000                       9375385306301878.0000            20806.0000                       9373692608117976.0000            42806.0000                       9375629970067492.0000            30806.0000                       9374509539350086.0000            18806.0000                       9373310349755570.0000            43806.0000                       9375636858926214.0000            3.1416                           3.1416                           12806.0000                       9372584894650394.0000            3.1416                           3.1416                           26806.0000                       9374190617418902.0000            17806.0000                       9373300239205298.0000            44806.0000                       9375780704313728.0000            27806.0000                       9374438431195810.0000            2806.0000                        9368737795889140.0000            23806.0000                       9373989785580262.0000            5806.0000                        9371479785558516.0000            8806.0000                        9371977587911708.0000            6806.0000                        9371721786484636.0000            24806.0000                       9374092453555600.0000            33806.0000                       9374869539176446.0000            7806.0000                        9371733323716286.0000            16806.0000                       9373161585399818.0000            19806.0000                       9373565054797062.0000            35806.0000                       9375126024360250.0000            31806.0000                       9374763292652726.0000            15806.0000                       9372923412997708.0000            10806.0000                       9372387629686174.0000            806.0000                         28857320330615.1406              1806.0000                        8572101505868252.0000            34806.0000                       9374881607943582.0000            22806.0000                       9373703125439188.0000            13806.0000                       9372911605644428.0000            21806.0000                       9373694093241680.0000            25806.0000                       9374094554584632.0000            41806.0000                       9375628705869732.0000            29806.0000                       9374482574773512.0000            3806.0000                        9370365808082772.0000            40806.0000                       9375628181562146.0000            4806.0000                        9371248362749368.0000            3.1416                           3.1416                           11806.0000                       9372388427143052.0000          
  32807.0000                       9374868021380886.0000            28807.0000                       9374480668050852.0000            9807.0000                        9372052293926484.0000            14807.0000                       9372917087129338.0000            38807.0000                       9375385475233394.0000            20807.0000                       9373692608182882.0000            42807.0000                       9375629970968360.0000            30807.0000                       9374509806460970.0000            18807.0000                       9373310392693280.0000            43807.0000                       9375636925528042.0000            3.1416                           3.1416                           12807.0000                       9372585244889264.0000            3.1416                           3.1416                           26807.0000                       9374190892386570.0000            17807.0000                       9373300239340414.0000            44807.0000                       9375780819531780.0000            27807.0000                       9374438665216418.0000            2807.0000                        9368743319118732.0000            23807.0000                       9373990049137120.0000            5807.0000                        9371479790223398.0000            8807.0000                        9371977588234484.0000            6807.0000                        9371721797876564.0000            24807.0000                       9374092453595018.0000            33807.0000                       9374869541648804.0000            7807.0000                        9371733416898744.0000            16807.0000                       9373161934861848.0000            19807.0000                       9373565333889270.0000            35807.0000                       9375126235718902.0000            31807.0000                       9374763518449320.0000            15807.0000                       9372923425670964.0000            10807.0000                       9372387632242524.0000            807.0000                         28946423510677.2578              1807.0000                        8574034293933291.0000            34807.0000                       9374881753636258.0000            22807.0000                       9373703142124856.0000            13807.0000                       9372911694433224.0000            21807.0000                       9373694095730334.0000            25807.0000                       9374094557046398.0000            41807.0000                       9375628707942152.0000            29807.0000                       9374482576663716.0000            3807.0000                        9370366239657626.0000            40807.0000                       9375628181767982.0000            4807.0000                        9371248390559044.0000            3.1416                           3.1416                           11807.0000                       9372388427159920.0000          
  32808.0000                       9374868021465780.0000            28808.0000                       9374480668102796.0000            9808.0000                        9372052765680542.0000            14808.0000                       9372917087488344.0000            38808.0000                       9375385643960254.0000            20808.0000                       9373692608247102.0000            42808.0000                       9375629971870914.0000            30808.0000                       9374510073860076.0000            18808.0000                       9373310435475536.0000            43808.0000                       9375636998098404.0000            3.1416                           3.1416                           12808.0000                       9372585595772456.0000            3.1416                           3.1416                           26808.0000                       9374191167994314.0000            17808.0000                       9373300239475516.0000            44808.0000                       9375780934496248.0000            27808.0000                       9374438899384718.0000            2808.0000                        9368748779743764.0000            23808.0000                       9373990312304366.0000            5808.0000                        9371479794839312.0000            8808.0000                        9371977588553112.0000            6808.0000                        9371721809075278.0000            24808.0000                       9374092453634330.0000            33808.0000                       9374869543949572.0000            7808.0000                        9371733509802100.0000            16808.0000                       9373162284105992.0000            19808.0000                       9373565613101334.0000            35808.0000                       9375126447015028.0000            31808.0000                       9374763744397854.0000            15808.0000                       9372923436724594.0000            10808.0000                       9372387634710102.0000            808.0000                         29035909890260.0586              1808.0000                        8575980546171159.0000            34808.0000                       9374881928467470.0000            22808.0000                       9373703162147656.0000            13808.0000                       9372911781844636.0000            21808.0000                       9373694098218356.0000            25808.0000                       9374094559966984.0000            41808.0000                       9375628710024416.0000            29808.0000                       9374482578423794.0000            3808.0000                        9370366652452868.0000            40808.0000                       9375628181965898.0000            4808.0000                        9371248419191006.0000            3.1416                           3.1416                           11808.0000                       9372388427176706.0000          
  32809.0000                       9374868021550122.0000            28809.0000                       9374480668154732.0000            9809.0000                        9372053240630914.0000            14809.0000                       9372917087846732.0000            38809.0000                       9375385812687302.0000            20809.0000                       9373692608309134.0000            42809.0000                       9375629972772768.0000            30809.0000                       9374510340991670.0000            18809.0000                       9373310478114432.0000            43809.0000                       9375637078156162.0000            3.1416                           3.1416                           12809.0000                       9372585946554674.0000            3.1416                           3.1416                           26809.0000                       9374191444260552.0000            17809.0000                       9373300239637638.0000            44809.0000                       9375781049396466.0000            27809.0000                       9374439133351496.0000            2809.0000                        9368754160450442.0000            23809.0000                       9373990575427424.0000            5809.0000                        9371479799417358.0000            8809.0000                        9371977588868558.0000            6809.0000                        9371721820084384.0000            24809.0000                       9374092453673472.0000            33809.0000                       9374869546199076.0000            7809.0000                        9371733602407030.0000            16809.0000                       9373162632398436.0000            19809.0000                       9373565891048962.0000            35809.0000                       9375126658079124.0000            31809.0000                       9374763970403942.0000            15809.0000                       9372923446639118.0000            10809.0000                       9372387636947814.0000            809.0000                         29125792625970.0820              1809.0000                        8577936829032005.0000            34809.0000                       9374882134273282.0000            22809.0000                       9373703186175018.0000            13809.0000                       9372911867896452.0000            21809.0000                       9373694100711188.0000            25809.0000                       9374094562908750.0000            41809.0000                       9375628712115726.0000            29809.0000                       9374482580487098.0000            3809.0000                        9370367049622328.0000            40809.0000                       9375628182163392.0000            4809.0000                        9371248440274748.0000            3.1416                           3.1416                           11809.0000                       9372388427193482.0000          
  32810.0000                       9374868021633900.0000            28810.0000                       9374480668217056.0000            9810.0000                        9372053714706912.0000            14810.0000                       9372917088204946.0000            38810.0000                       9375385981840726.0000            20810.0000                       9373692608383572.0000            42810.0000                       9375629973671906.0000            30810.0000                       9374510607245440.0000            18810.0000                       9373310520619862.0000            43810.0000                       9375637167733516.0000            3.1416                           3.1416                           12810.0000                       9372586296101148.0000            3.1416                           3.1416                           26810.0000                       9374191720662084.0000            17810.0000                       9373300239796442.0000            44810.0000                       9375781164275558.0000            27810.0000                       9374439367838994.0000            2810.0000                        9368759597677476.0000            23810.0000                       9373990838177854.0000            5810.0000                        9371479803966696.0000            8810.0000                        9371977589181132.0000            6810.0000                        9371721830907420.0000            24810.0000                       9374092453712498.0000            33810.0000                       9374869548388634.0000            7810.0000                        9371733694704112.0000            16810.0000                       9373162979650132.0000            19810.0000                       9373566168956984.0000            35810.0000                       9375126868501674.0000            31810.0000                       9374764196767612.0000            15810.0000                       9372923455628036.0000            10810.0000                       9372387638743962.0000            810.0000                         29216093487764.3398              1810.0000                        8579897044985446.0000            34810.0000                       9374882360566408.0000            22810.0000                       9373703215007852.0000            13810.0000                       9372911952603214.0000            21810.0000                       9373694103213724.0000            25810.0000                       9374094565667040.0000            41810.0000                       9375628714188016.0000            29810.0000                       9374482582896776.0000            3810.0000                        9370367433810462.0000            40810.0000                       9375628182359186.0000            4810.0000                        9371248458679234.0000            3.1416                           3.1416                           11810.0000                       9372388427210118.0000          
  32811.0000                       9374868021717132.0000            28811.0000                       9374480668278138.0000            9811.0000                        9372054187349986.0000            14811.0000                       9372917088634804.0000            38811.0000                       9375386151613956.0000            20811.0000                       9373692608456254.0000            42811.0000                       9375629974564956.0000            30811.0000                       9374510873838228.0000            18811.0000                       9373310563002562.0000            43811.0000                       9375637269874120.0000            3.1416                           3.1416                           12811.0000                       9372586644501656.0000            3.1416                           3.1416                           26811.0000                       9374191995702138.0000            17811.0000                       9373300239952422.0000            44811.0000                       9375781279129522.0000            27811.0000                       9374439602736758.0000            2811.0000                        9368765057139102.0000            23811.0000                       9373991100716740.0000            5811.0000                        9371479808496516.0000            8811.0000                        9371977589491356.0000            6811.0000                        9371721841547848.0000            24811.0000                       9374092453751408.0000            33811.0000                       9374869550830096.0000            7811.0000                        9371733786683980.0000            16811.0000                       9373163326450868.0000            19811.0000                       9373566447653642.0000            35811.0000                       9375127078889690.0000            31811.0000                       9374764423344702.0000            15811.0000                       9372923464093492.0000            10811.0000                       9372387640394294.0000            811.0000                         29306822386994.1367              1811.0000                        8581857529447787.0000            34811.0000                       9374882592709652.0000            22811.0000                       9373703249607252.0000            13811.0000                       9372912035982612.0000            21811.0000                       9373694105724428.0000            25811.0000                       9374094568557650.0000            41811.0000                       9375628716268102.0000            29811.0000                       9374482585409136.0000            3811.0000                        9370367807238848.0000            40811.0000                       9375628182553712.0000            4811.0000                        9371248476370334.0000            3.1416                           3.1416                           11811.0000                       9372388427230082.0000          
  32812.0000                       9374868021799810.0000            28812.0000                       9374480668338186.0000            9812.0000                        9372054658629124.0000            14812.0000                       9372917089056624.0000            38812.0000                       9375386321347062.0000            20812.0000                       9373692608527390.0000            42812.0000                       9375629975455460.0000            30812.0000                       9374511141677496.0000            18812.0000                       9373310605271536.0000            43812.0000                       9375637370930150.0000            3.1416                           3.1416                           12812.0000                       9372586993203442.0000            3.1416                           3.1416                           26812.0000                       9374192269591054.0000            17812.0000                       9373300240106022.0000            44812.0000                       9375781394036908.0000            27812.0000                       9374439836334246.0000            2812.0000                        9368770543817356.0000            23812.0000                       9373991364544648.0000            5812.0000                        9371479813011980.0000            8812.0000                        9371977589799384.0000            6812.0000                        9371721852009062.0000            24812.0000                       9374092453790184.0000            33812.0000                       9374869553666562.0000            7812.0000                        9371733878338136.0000            16812.0000                       9373163672822122.0000            19812.0000                       9373566726397832.0000            35812.0000                       9375127289097060.0000            31812.0000                       9374764650075586.0000            15812.0000                       9372923472058240.0000            10812.0000                       9372387641723974.0000            812.0000                         29397977400200.4844              1812.0000                        8583823624373177.0000            34812.0000                       9374882820224742.0000            22812.0000                       9373703291126532.0000            13812.0000                       9372912118055020.0000            21812.0000                       9373694108234364.0000            25812.0000                       9374094571697786.0000            41812.0000                       9375628718354820.0000            29812.0000                       9374482587876578.0000            3812.0000                        9370368171758074.0000            40812.0000                       9375628182739580.0000            4812.0000                        9371248494109256.0000            3.1416                           3.1416                           11812.0000                       9372388427253626.0000          
