H 63
H This is a preprocessor file for the directory: m2z2m3/H5_surf
H At the time of the creation of this file there were 63 h5 files.
  M2.00Z.0020.0046001.surf.h5-cyc  M2.00Z.0020.0046001.surf.h5-age  M2.00Z.0020.0005001.surf.h5-cyc  M2.00Z.0020.0005001.surf.h5-age  M2.00Z.0020.0007001.surf.h5-cyc  M2.00Z.0020.0007001.surf.h5-age  M2.00Z.0020.0030001.surf.h5-cyc  M2.00Z.0020.0030001.surf.h5-age  M2.00Z.0020.0049001.surf.h5-cyc  M2.00Z.0020.0049001.surf.h5-age  M2.00Z.0020.0028001.surf.h5-cyc  M2.00Z.0020.0028001.surf.h5-age  M2.00Z.0020.0034001.surf.h5-cyc  M2.00Z.0020.0034001.surf.h5-age  M2.00Z.0020.0042001.surf.h5-cyc  M2.00Z.0020.0042001.surf.h5-age  M2.00Z.0020.0058001.surf.h5-cyc  M2.00Z.0020.0058001.surf.h5-age  M2.00Z.0020.0061001.surf.h5-cyc  M2.00Z.0020.0061001.surf.h5-age  M2.00Z.0020.0051001.surf.h5-cyc  M2.00Z.0020.0051001.surf.h5-age  M2.00Z.0020.0008001.surf.h5-cyc  M2.00Z.0020.0008001.surf.h5-age  M2.00Z.0020.0004001.surf.h5-cyc  M2.00Z.0020.0004001.surf.h5-age  M2.00Z.0020.0039001.surf.h5-cyc  M2.00Z.0020.0039001.surf.h5-age  M2.00Z.0020.0026001.surf.h5-cyc  M2.00Z.0020.0026001.surf.h5-age  M2.00Z.0020.0040001.surf.h5-cyc  M2.00Z.0020.0040001.surf.h5-age  M2.00Z.0020.0044001.surf.h5-cyc  M2.00Z.0020.0044001.surf.h5-age  M2.00Z.0020.0019001.surf.h5-cyc  M2.00Z.0020.0019001.surf.h5-age  M2.00Z.0020.0037001.surf.h5-cyc  M2.00Z.0020.0037001.surf.h5-age  M2.00Z.0020.0059001.surf.h5-cyc  M2.00Z.0020.0059001.surf.h5-age  M2.00Z.0020.0035001.surf.h5-cyc  M2.00Z.0020.0035001.surf.h5-age  M2.00Z.0020.0009001.surf.h5-cyc  M2.00Z.0020.0009001.surf.h5-age  M2.00Z.0020.0022001.surf.h5-cyc  M2.00Z.0020.0022001.surf.h5-age  M2.00Z.0020.0021001.surf.h5-cyc  M2.00Z.0020.0021001.surf.h5-age  M2.00Z.0020.0010001.surf.h5-cyc  M2.00Z.0020.0010001.surf.h5-age  M2.00Z.0020.0020001.surf.h5-cyc  M2.00Z.0020.0020001.surf.h5-age  M2.00Z.0020.0043001.surf.h5-cyc  M2.00Z.0020.0043001.surf.h5-age  M2.00Z.0020.0031001.surf.h5-cyc  M2.00Z.0020.0031001.surf.h5-age  M2.00Z.0020.0057001.surf.h5-cyc  M2.00Z.0020.0057001.surf.h5-age  M2.00Z.0020.0023001.surf.h5-cyc  M2.00Z.0020.0023001.surf.h5-age  M2.00Z.0020.0048001.surf.h5-cyc  M2.00Z.0020.0048001.surf.h5-age  M2.00Z.0020.0032001.surf.h5-cyc  M2.00Z.0020.0032001.surf.h5-age  M2.00Z.0020.0011001.surf.h5-cyc  M2.00Z.0020.0011001.surf.h5-age  M2.00Z.0020.0018001.surf.h5-cyc  M2.00Z.0020.0018001.surf.h5-age  M2.00Z.0020.0015001.surf.h5-cyc  M2.00Z.0020.0015001.surf.h5-age  M2.00Z.0020.0024001.surf.h5-cyc  M2.00Z.0020.0024001.surf.h5-age  M2.00Z.0020.0056001.surf.h5-cyc  M2.00Z.0020.0056001.surf.h5-age  M2.00Z.0020.0052001.surf.h5-cyc  M2.00Z.0020.0052001.surf.h5-age  M2.00Z.0020.0025001.surf.h5-cyc  M2.00Z.0020.0025001.surf.h5-age  M2.00Z.0020.0006001.surf.h5-cyc  M2.00Z.0020.0006001.surf.h5-age  M2.00Z.0020.0014001.surf.h5-cyc  M2.00Z.0020.0014001.surf.h5-age  M2.00Z.0020.0016001.surf.h5-cyc  M2.00Z.0020.0016001.surf.h5-age  M2.00Z.0020.0036001.surf.h5-cyc  M2.00Z.0020.0036001.surf.h5-age  M2.00Z.0020.0001001.surf.h5-cyc  M2.00Z.0020.0001001.surf.h5-age  M2.00Z.0020.0027001.surf.h5-cyc  M2.00Z.0020.0027001.surf.h5-age  M2.00Z.0020.0062001.surf.h5-cyc  M2.00Z.0020.0062001.surf.h5-age  M2.00Z.0020.0055001.surf.h5-cyc  M2.00Z.0020.0055001.surf.h5-age  M2.00Z.0020.0003001.surf.h5-cyc  M2.00Z.0020.0003001.surf.h5-age  M2.00Z.0020.0013001.surf.h5-cyc  M2.00Z.0020.0013001.surf.h5-age  M2.00Z.0020.0012001.surf.h5-cyc  M2.00Z.0020.0012001.surf.h5-age  M2.00Z.0020.0033001.surf.h5-cyc  M2.00Z.0020.0033001.surf.h5-age  M2.00Z.0020.0029001.surf.h5-cyc  M2.00Z.0020.0029001.surf.h5-age  M2.00Z.0020.0054001.surf.h5-cyc  M2.00Z.0020.0054001.surf.h5-age  M2.00Z.0020.0038001.surf.h5-cyc  M2.00Z.0020.0038001.surf.h5-age  M2.00Z.0020.0000001.surf.h5-cyc  M2.00Z.0020.0000001.surf.h5-age  M2.00Z.0020.0050001.surf.h5-cyc  M2.00Z.0020.0050001.surf.h5-age  M2.00Z.0020.0002001.surf.h5-cyc  M2.00Z.0020.0002001.surf.h5-age  M2.00Z.0020.0041001.surf.h5-cyc  M2.00Z.0020.0041001.surf.h5-age  M2.00Z.0020.0017001.surf.h5-cyc  M2.00Z.0020.0017001.surf.h5-age  M2.00Z.0020.0047001.surf.h5-cyc  M2.00Z.0020.0047001.surf.h5-age  M2.00Z.0020.0053001.surf.h5-cyc  M2.00Z.0020.0053001.surf.h5-age  M2.00Z.0020.0045001.surf.h5-cyc  M2.00Z.0020.0045001.surf.h5-age  M2.00Z.0020.0060001.surf.h5-cyc  M2.00Z.0020.0060001.surf.h5-age
  46900.0000                       29192062783805844.0000           5900.0000                        29124896960492244.0000           7900.0000                        29132529948138296.0000           30900.0000                       29173058297350796.0000           49900.0000                       29193412080637996.0000           28900.0000                       29171722653882024.0000           34900.0000                       29178228065782424.0000           42900.0000                       29186363077483236.0000           58900.0000                       29208934907417920.0000           61900.0000                       29216796461470728.0000           51900.0000                       29197362898518884.0000           8900.0000                        29133948920345080.0000           4900.0000                        29122713569484580.0000           39900.0000                       29182352688453980.0000           26900.0000                       29167851638368780.0000           40900.0000                       29182874411954204.0000           44900.0000                       29189508812036120.0000           19900.0000                       29156464799999380.0000           37900.0000                       29182201003247052.0000           59900.0000                       29210735995054284.0000           35900.0000                       29179649599932992.0000           9900.0000                        29134855638271108.0000           22900.0000                       29162475624942276.0000           21900.0000                       29160431501080944.0000           10900.0000                       29138588474123596.0000           20900.0000                       29157597126833492.0000           43900.0000                       29188019549935396.0000           31900.0000                       29173980879824980.0000           57900.0000                       29206605682980548.0000           23900.0000                       29164285510821292.0000           48900.0000                       29192641491801372.0000           32900.0000                       29174830673245188.0000           11900.0000                       29142172075705224.0000           18900.0000                       29155232549860856.0000           15900.0000                       29149509852398924.0000           24900.0000                       29165202143690944.0000           56900.0000                       29202002960938052.0000           52900.0000                       29198921562912132.0000           25900.0000                       29165810770926220.0000           6900.0000                        29125478774791040.0000           14900.0000                       29146319793485044.0000           16900.0000                       29152051862029088.0000           36900.0000                       29180959408129016.0000           1900.0000                        23763548241876016.0000           27900.0000                       29169966048948536.0000           62900.0000                       29217688892276816.0000           55900.0000                       29201969150665740.0000           3900.0000                        29120966484965720.0000           13900.0000                       29144982794533132.0000           12900.0000                       29143901894440040.0000           33900.0000                       29176653151442036.0000           29900.0000                       29173047185023424.0000           54900.0000                       29201656450805072.0000           38900.0000                       29182276721325856.0000           900.0000                         104558780925950.8906             50900.0000                       29195605124330760.0000           2900.0000                        29120807615262260.0000           41900.0000                       29184451313490920.0000           17900.0000                       29154243823620876.0000           47900.0000                       29192067969468908.0000           53900.0000                       29200329373660556.0000           45900.0000                       29190878653157736.0000           60900.0000                       29213714275823544.0000         
  46901.0000                       29192062802524472.0000           5901.0000                        29124915021225312.0000           7901.0000                        29132535022953420.0000           30901.0000                       29173058342125548.0000           49901.0000                       29193414975757308.0000           28901.0000                       29171724293520844.0000           34901.0000                       29178229574868096.0000           42901.0000                       29186364847885880.0000           58901.0000                       29208934907850752.0000           61901.0000                       29216800099310864.0000           51901.0000                       29197364547216684.0000           8901.0000                        29133948937201060.0000           4901.0000                        29122713569625120.0000           39901.0000                       29182353186211684.0000           26901.0000                       29167854214255132.0000           40901.0000                       29182874411976796.0000           44901.0000                       29189510225853132.0000           19901.0000                       29156464800065752.0000           37901.0000                       29182202207432160.0000           59901.0000                       29210745158832084.0000           35901.0000                       29179650929869524.0000           9901.0000                        29134855638587820.0000           22901.0000                       29162477496645868.0000           21901.0000                       29160433681159796.0000           10901.0000                       29138592546613432.0000           20901.0000                       29157600402065596.0000           43901.0000                       29188021132027960.0000           31901.0000                       29173980879831340.0000           57901.0000                       29206612637749144.0000           23901.0000                       29164287256036744.0000           48901.0000                       29192650002116384.0000           32901.0000                       29174832749056204.0000           11901.0000                       29142175304998736.0000           18901.0000                       29155232550080184.0000           15901.0000                       29149512594557708.0000           24901.0000                       29165202143786524.0000           56901.0000                       29202003026453612.0000           52901.0000                       29198923021234616.0000           25901.0000                       29165819960858016.0000           6901.0000                        29125483146430992.0000           14901.0000                       29146323780009648.0000           16901.0000                       29152054169439584.0000           36901.0000                       29180960694748464.0000           1901.0000                        23770279682289172.0000           27901.0000                       29169967919978884.0000           62901.0000                       29217689131335872.0000           55901.0000                       29201969151809788.0000           3901.0000                        29120969457447480.0000           13901.0000                       29144982794777476.0000           12901.0000                       29143901894537520.0000           33901.0000                       29176654813102980.0000           29901.0000                       29173047195773592.0000           54901.0000                       29201657749345892.0000           38901.0000                       29182276729259288.0000           901.0000                         105039334681766.1406             50901.0000                       29195607041686040.0000           2901.0000                        29120807643655088.0000           41901.0000                       29184453426797008.0000           17901.0000                       29154245931828372.0000           47901.0000                       29192067995352568.0000           53901.0000                       29200330741845788.0000           45901.0000                       29190879977072452.0000           60901.0000                       29213714286632920.0000         
  46902.0000                       29192062821190348.0000           5902.0000                        29124933238323248.0000           7902.0000                        29132540102924908.0000           30902.0000                       29173058386531504.0000           49902.0000                       29193417860330144.0000           28902.0000                       29171725933393880.0000           34902.0000                       29178231080520208.0000           42902.0000                       29186366619313368.0000           58902.0000                       29208934908269836.0000           61902.0000                       29216803733011940.0000           51902.0000                       29197366195944140.0000           8902.0000                        29133948953816832.0000           4902.0000                        29122713569793768.0000           39902.0000                       29182353692715408.0000           26902.0000                       29167856786994088.0000           40902.0000                       29182874411993640.0000           44902.0000                       29189511642628936.0000           19902.0000                       29156464800098940.0000           37902.0000                       29182203407272584.0000           59902.0000                       29210754239748328.0000           35902.0000                       29179652262336908.0000           9902.0000                        29134855638871072.0000           22902.0000                       29162479367766516.0000           21902.0000                       29160435864970352.0000           10902.0000                       29138596621914436.0000           20902.0000                       29157603676969104.0000           43902.0000                       29188022720612872.0000           31902.0000                       29173980879838048.0000           57902.0000                       29206619504554852.0000           23902.0000                       29164289002162444.0000           48902.0000                       29192659340939076.0000           32902.0000                       29174834819470520.0000           11902.0000                       29142178528271912.0000           18902.0000                       29155232550297056.0000           15902.0000                       29149515339489084.0000           24902.0000                       29165202143881100.0000           56902.0000                       29202003078141376.0000           52902.0000                       29198924477743644.0000           25902.0000                       29165829076389608.0000           6902.0000                        29125488392398936.0000           14902.0000                       29146327763016028.0000           16902.0000                       29152056484677932.0000           36902.0000                       29180961979002684.0000           1902.0000                        23777011571283360.0000           27902.0000                       29169969792215740.0000           62902.0000                       29217689368139928.0000           55902.0000                       29201969152952160.0000           3902.0000                        29120972072739456.0000           13902.0000                       29144982795021820.0000           12902.0000                       29143901894632088.0000           33902.0000                       29176656478149316.0000           29902.0000                       29173047206442136.0000           54902.0000                       29201659043095152.0000           38902.0000                       29182276737187264.0000           902.0000                         105531323595898.0469             50902.0000                       29195608957730212.0000           2902.0000                        29120807669634656.0000           41902.0000                       29184455539970276.0000           17902.0000                       29154248037920924.0000           47902.0000                       29192068021501256.0000           53902.0000                       29200332105664960.0000           45902.0000                       29190881302543804.0000           60902.0000                       29213714297433968.0000         
  46903.0000                       29192062839796780.0000           5903.0000                        29124951658619024.0000           7903.0000                        29132545192608224.0000           30903.0000                       29173058430792436.0000           49903.0000                       29193420743590188.0000           28903.0000                       29171727572646728.0000           34903.0000                       29178232585148836.0000           42903.0000                       29186368396002188.0000           58903.0000                       29208934908680936.0000           61903.0000                       29216807362658740.0000           51903.0000                       29197367843569148.0000           8903.0000                        29133948970254028.0000           4903.0000                        29122713569996148.0000           39903.0000                       29182354207409232.0000           26903.0000                       29167859355174408.0000           40903.0000                       29182874412006260.0000           44903.0000                       29189513062360712.0000           19903.0000                       29156464800132128.0000           37903.0000                       29182204605386644.0000           59903.0000                       29210763266573956.0000           35903.0000                       29179653597585320.0000           9903.0000                        29134855639091652.0000           22903.0000                       29162481238873632.0000           21903.0000                       29160438042814420.0000           10903.0000                       29138600695837208.0000           20903.0000                       29157606953685284.0000           43903.0000                       29188024305514712.0000           31903.0000                       29173980879845164.0000           57903.0000                       29206626267927328.0000           23903.0000                       29164290743229032.0000           48903.0000                       29192669857558088.0000           32903.0000                       29174836888771780.0000           11903.0000                       29142181751933124.0000           18903.0000                       29155232550511220.0000           15903.0000                       29149518088751848.0000           24903.0000                       29165202143974660.0000           56903.0000                       29202003140166692.0000           52903.0000                       29198925936077000.0000           25903.0000                       29165838146570576.0000           6903.0000                        29125494687560468.0000           14903.0000                       29146331739903144.0000           16903.0000                       29152058798775592.0000           36903.0000                       29180963260938012.0000           1903.0000                        23783770100372200.0000           27903.0000                       29169971663082368.0000           62903.0000                       29217689601939128.0000           55903.0000                       29201969154089060.0000           3903.0000                        29120974427817948.0000           13903.0000                       29144982795146220.0000           12903.0000                       29143901894724636.0000           33903.0000                       29176658143875700.0000           29903.0000                       29173047216761524.0000           54903.0000                       29201660333912792.0000           38903.0000                       29182276745136224.0000           903.0000                         106035520160907.7969             50903.0000                       29195610870931092.0000           2903.0000                        29120807695570280.0000           41903.0000                       29184457655141584.0000           17903.0000                       29154250146554980.0000           47903.0000                       29192068047937216.0000           53903.0000                       29200333468101328.0000           45903.0000                       29190882629928460.0000           60903.0000                       29213714308231888.0000         
  46904.0000                       29192062858341864.0000           5904.0000                        29124970403027316.0000           7904.0000                        29132550274345328.0000           30904.0000                       29173058475231824.0000           49904.0000                       29193423626835352.0000           28904.0000                       29171729211290444.0000           34904.0000                       29178234090660180.0000           42904.0000                       29186370180195504.0000           58904.0000                       29208934909081944.0000           61904.0000                       29216810985308668.0000           51904.0000                       29197369492449756.0000           8904.0000                        29133948986559884.0000           4904.0000                        29122713570195376.0000           39904.0000                       29182354729312444.0000           26904.0000                       29167861916615548.0000           40904.0000                       29182874412019896.0000           44904.0000                       29189514482068668.0000           19904.0000                       29156464800165316.0000           37904.0000                       29182205803756540.0000           59904.0000                       29210772183367764.0000           35904.0000                       29179654933878284.0000           9904.0000                        29134855639303736.0000           22904.0000                       29162483106474252.0000           21904.0000                       29160440212667132.0000           10904.0000                       29138604763049980.0000           20904.0000                       29157610229133628.0000           43904.0000                       29188025884341476.0000           31904.0000                       29173980879852460.0000           57904.0000                       29206632963388316.0000           23904.0000                       29164292480690284.0000           48904.0000                       29192681892292056.0000           32904.0000                       29174838958565604.0000           11904.0000                       29142184986858932.0000           18904.0000                       29155232550723668.0000           15904.0000                       29149520836946828.0000           24904.0000                       29165202144067200.0000           56904.0000                       29202003213457220.0000           52904.0000                       29198927395002200.0000           25904.0000                       29165847175019360.0000           6904.0000                        29125502241754308.0000           14904.0000                       29146335720618992.0000           16904.0000                       29152061104158396.0000           36904.0000                       29180964543081060.0000           1904.0000                        23790588634656040.0000           27904.0000                       29169973535194144.0000           62904.0000                       29217689832203212.0000           55904.0000                       29201969155223160.0000           3904.0000                        29120976614334760.0000           13904.0000                       29144982795206844.0000           12904.0000                       29143901894815572.0000           33904.0000                       29176659803631620.0000           29904.0000                       29173047226942324.0000           54904.0000                       29201661626680824.0000           38904.0000                       29182276753193316.0000           904.0000                         106552747424919.8438             50904.0000                       29195612785625204.0000           2904.0000                        29120807721388456.0000           41904.0000                       29184459771816124.0000           17904.0000                       29154252253614496.0000           47904.0000                       29192068074758964.0000           53904.0000                       29200334830008672.0000           45904.0000                       29190883959203332.0000           60904.0000                       29213714321189392.0000         
  46905.0000                       29192062876811372.0000           5905.0000                        29124989550903240.0000           7905.0000                        29132555344380340.0000           30905.0000                       29173058519724016.0000           49905.0000                       29193426491372116.0000           28905.0000                       29171730849001780.0000           34905.0000                       29178235595982640.0000           42905.0000                       29186371964216640.0000           58905.0000                       29208934909469756.0000           61905.0000                       29216814606131284.0000           51905.0000                       29197371141261132.0000           8905.0000                        29133949002767800.0000           4905.0000                        29122713570294992.0000           39905.0000                       29182355258597232.0000           26905.0000                       29167864475745160.0000           40905.0000                       29182874412032376.0000           44905.0000                       29189515904874728.0000           19905.0000                       29156464800175160.0000           37905.0000                       29182206999872612.0000           59905.0000                       29210781001734772.0000           35905.0000                       29179656272337300.0000           9905.0000                        29134855639558236.0000           22905.0000                       29162484967063052.0000           21905.0000                       29160442386463092.0000           10905.0000                       29138608835523776.0000           20905.0000                       29157613502441812.0000           43905.0000                       29188027460810884.0000           31905.0000                       29173980879859848.0000           57905.0000                       29206639602416700.0000           23905.0000                       29164294217581996.0000           48905.0000                       29192695688700756.0000           32905.0000                       29174841028458636.0000           11905.0000                       29142188226857012.0000           18905.0000                       29155232550935068.0000           15905.0000                       29149523579700724.0000           24905.0000                       29165202144158756.0000           56905.0000                       29202003295302008.0000           52905.0000                       29198928854446700.0000           25905.0000                       29165856091355924.0000           6905.0000                        29125511306786916.0000           14905.0000                       29146339703231720.0000           16905.0000                       29152063405930072.0000           36905.0000                       29180965824952632.0000           1905.0000                        23797455357827624.0000           27905.0000                       29169975407566076.0000           62905.0000                       29217690058580828.0000           55905.0000                       29201969156356784.0000           3905.0000                        29120978700476292.0000           13905.0000                       29144982795235360.0000           12905.0000                       29143901894905244.0000           33905.0000                       29176661461064716.0000           29905.0000                       29173047237036288.0000           54905.0000                       29201662920563564.0000           38905.0000                       29182276761419244.0000           905.0000                         107083808165603.0938             50905.0000                       29195614704009252.0000           2905.0000                        29120807747111772.0000           41905.0000                       29184461884354704.0000           17905.0000                       29154254359400092.0000           47905.0000                       29192068101998140.0000           53905.0000                       29200336192621356.0000           45905.0000                       29190885287517284.0000           60905.0000                       29213714333886876.0000         
  46906.0000                       29192062895201928.0000           5906.0000                        29125009174138872.0000           7906.0000                        29132560415016808.0000           30906.0000                       29173058564240224.0000           49906.0000                       29193429353159568.0000           28906.0000                       29171732487729524.0000           34906.0000                       29178237102587856.0000           42906.0000                       29186373742950124.0000           58906.0000                       29208934909850028.0000           61906.0000                       29216818225869560.0000           51906.0000                       29197372790101800.0000           8906.0000                        29133949018914468.0000           4906.0000                        29122713570414528.0000           39906.0000                       29182355793748000.0000           26906.0000                       29167867033202252.0000           40906.0000                       29182874412042936.0000           44906.0000                       29189517325933028.0000           19906.0000                       29156464800185004.0000           37906.0000                       29182208195422152.0000           59906.0000                       29210789757145592.0000           35906.0000                       29179657613769508.0000           9906.0000                        29134855639863636.0000           22906.0000                       29162486824972104.0000           21906.0000                       29160444567393780.0000           10906.0000                       29138612906327572.0000           20906.0000                       29157616779888460.0000           43906.0000                       29188029038210240.0000           31906.0000                       29173980879867580.0000           57906.0000                       29206646157598388.0000           23906.0000                       29164295951686732.0000           48906.0000                       29192709273460828.0000           32906.0000                       29174843097437580.0000           11906.0000                       29142191466761708.0000           18906.0000                       29155232551146192.0000           15906.0000                       29149526325762704.0000           24906.0000                       29165202144249304.0000           56906.0000                       29202003383058568.0000           52906.0000                       29198930310554012.0000           25906.0000                       29165864902055380.0000           6906.0000                        29125520942064092.0000           14906.0000                       29146343670761436.0000           16906.0000                       29152065706139144.0000           36906.0000                       29180967104315428.0000           1906.0000                        23804348097833208.0000           27906.0000                       29169977277944860.0000           62906.0000                       29217690280808760.0000           55906.0000                       29201969157717136.0000           3906.0000                        29120980720658576.0000           13906.0000                       29144982795263876.0000           12906.0000                       29143901894993456.0000           33906.0000                       29176663120449180.0000           29906.0000                       29173047246690712.0000           54906.0000                       29201664217599416.0000           38906.0000                       29182276769846064.0000           906.0000                         107629629527683.1250             50906.0000                       29195616627155312.0000           2906.0000                        29120807772666836.0000           41906.0000                       29184463995328892.0000           17906.0000                       29154256470515772.0000           47906.0000                       29192068129493528.0000           53906.0000                       29200337555741128.0000           45906.0000                       29190886615009140.0000           60906.0000                       29213714346363008.0000         
  46907.0000                       29192062913507488.0000           5907.0000                        29125029385206236.0000           7907.0000                        29132565488016352.0000           30907.0000                       29173058608582888.0000           49907.0000                       29193432219444780.0000           28907.0000                       29171734128313160.0000           34907.0000                       29178238607559444.0000           42907.0000                       29186375517686896.0000           58907.0000                       29208934910225932.0000           61907.0000                       29216821834856168.0000           51907.0000                       29197374443456552.0000           8907.0000                        29133949035029684.0000           4907.0000                        29122713570557972.0000           39907.0000                       29182356333662164.0000           26907.0000                       29167869589158164.0000           40907.0000                       29182874412051744.0000           44907.0000                       29189518749944380.0000           19907.0000                       29156464800194220.0000           37907.0000                       29182209389105980.0000           59907.0000                       29210798451329556.0000           35907.0000                       29179658956493104.0000           9907.0000                        29134855640230112.0000           22907.0000                       29162488681041104.0000           21907.0000                       29160446749566364.0000           10907.0000                       29138616962834264.0000           20907.0000                       29157620060124880.0000           43907.0000                       29188030612656292.0000           31907.0000                       29173980879875568.0000           57907.0000                       29206652645475872.0000           23907.0000                       29164297683305396.0000           48907.0000                       29192722635612004.0000           32907.0000                       29174845164773540.0000           11907.0000                       29142194710582604.0000           18907.0000                       29155232551356988.0000           15907.0000                       29149529071861796.0000           24907.0000                       29165202144338856.0000           56907.0000                       29202003474749488.0000           52907.0000                       29198931764306444.0000           25907.0000                       29165873732051388.0000           6907.0000                        29125530658284256.0000           14907.0000                       29146347634883944.0000           16907.0000                       29152068006598336.0000           36907.0000                       29180968379680224.0000           1907.0000                        23811273449241820.0000           27907.0000                       29169979147141412.0000           62907.0000                       29217690498778872.0000           55907.0000                       29201969159054484.0000           3907.0000                        29120982704695184.0000           13907.0000                       29144982795278128.0000           12907.0000                       29143901895080164.0000           33907.0000                       29176664781315372.0000           29907.0000                       29173047258276024.0000           54907.0000                       29201665517776764.0000           38907.0000                       29182276778422976.0000           907.0000                         108191313502849.0000             50907.0000                       29195618544832292.0000           2907.0000                        29120807795981440.0000           41907.0000                       29184466105122664.0000           17907.0000                       29154258580643660.0000           47907.0000                       29192068156935316.0000           53907.0000                       29200338917892900.0000           45907.0000                       29190887943090152.0000           60907.0000                       29213714358656340.0000         
  46908.0000                       29192062931719484.0000           5908.0000                        29125050325014596.0000           7908.0000                        29132570559833684.0000           30908.0000                       29173058652321352.0000           49908.0000                       29193435075586184.0000           28908.0000                       29171735771622136.0000           34908.0000                       29178240111192880.0000           42908.0000                       29186377287650372.0000           58908.0000                       29208934910592880.0000           61908.0000                       29216825433051932.0000           51908.0000                       29197376093714500.0000           8908.0000                        29133949051133572.0000           4908.0000                        29122713570701064.0000           39908.0000                       29182356879150876.0000           26908.0000                       29167872143499272.0000           40908.0000                       29182874412059304.0000           44908.0000                       29189520180696460.0000           19908.0000                       29156464800202736.0000           37908.0000                       29182210582650936.0000           59908.0000                       29210807070254116.0000           35908.0000                       29179660298326220.0000           9908.0000                        29134855640665948.0000           22908.0000                       29162490542318824.0000           21908.0000                       29160448934385376.0000           10908.0000                       29138621010695512.0000           20908.0000                       29157623335521368.0000           43908.0000                       29188032183319676.0000           31908.0000                       29173980879883684.0000           57908.0000                       29206659061131904.0000           23908.0000                       29164299410468860.0000           48908.0000                       29192735774359548.0000           32908.0000                       29174847232073748.0000           11908.0000                       29142197955092472.0000           18908.0000                       29155232551563956.0000           15908.0000                       29149531812915432.0000           24908.0000                       29165202144427348.0000           56908.0000                       29202003568040884.0000           52908.0000                       29198933219142588.0000           25908.0000                       29165882551205752.0000           6908.0000                        29125540501111824.0000           14908.0000                       29146351598694496.0000           16908.0000                       29152070304248000.0000           36908.0000                       29180969652543616.0000           1908.0000                        23818230765187064.0000           27908.0000                       29169981015040400.0000           62908.0000                       29217690712463416.0000           55908.0000                       29201969160374840.0000           3908.0000                        29120984677088860.0000           13908.0000                       29144982795292380.0000           12908.0000                       29143901895165824.0000           33908.0000                       29176666439025820.0000           29908.0000                       29173047269359192.0000           54908.0000                       29201666821620080.0000           38908.0000                       29182276787083196.0000           908.0000                         108770181773669.1250             50908.0000                       29195620458597092.0000           2908.0000                        29120807819275300.0000           41908.0000                       29184468214274068.0000           17908.0000                       29154260685310852.0000           47908.0000                       29192068184032968.0000           53908.0000                       29200340282684176.0000           45908.0000                       29190889272990816.0000           60908.0000                       29213714370800616.0000         
  46909.0000                       29192062949831796.0000           5909.0000                        29125072159397772.0000           7909.0000                        29132575657667776.0000           30909.0000                       29173058695719580.0000           49909.0000                       29193437921027656.0000           28909.0000                       29171737414703068.0000           34909.0000                       29178241615967312.0000           42909.0000                       29186379057115100.0000           58909.0000                       29208934910837844.0000           61909.0000                       29216829029506032.0000           51909.0000                       29197377740821424.0000           8909.0000                        29133949070458236.0000           4909.0000                        29122713570843668.0000           39909.0000                       29182357432054260.0000           26909.0000                       29167874693238568.0000           40909.0000                       29182874412066076.0000           44909.0000                       29189521613112688.0000           19909.0000                       29156464800210008.0000           37909.0000                       29182211774336996.0000           59909.0000                       29210815635133096.0000           35909.0000                       29179661638854344.0000           9909.0000                        29134855641174968.0000           22909.0000                       29162492408549360.0000           21909.0000                       29160451126318544.0000           10909.0000                       29138625050583416.0000           20909.0000                       29157626609555188.0000           43909.0000                       29188033755637264.0000           31909.0000                       29173980879892308.0000           57909.0000                       29206665412925628.0000           23909.0000                       29164301132432384.0000           48909.0000                       29192748324984148.0000           32909.0000                       29174849295256176.0000           11909.0000                       29142201195392956.0000           18909.0000                       29155232551764744.0000           15909.0000                       29149534552699292.0000           24909.0000                       29165202144514784.0000           56909.0000                       29202003633701348.0000           52909.0000                       29198934676010036.0000           25909.0000                       29165891321260576.0000           6909.0000                        29125550648473540.0000           14909.0000                       29146355553451080.0000           16909.0000                       29152072598846508.0000           36909.0000                       29180970923973960.0000           1909.0000                        23825258071316132.0000           27909.0000                       29169982886890712.0000           62909.0000                       29217690921934768.0000           55909.0000                       29201969161683080.0000           3909.0000                        29120986655711204.0000           13909.0000                       29144982795306632.0000           12909.0000                       29143901895250572.0000           33909.0000                       29176668091992036.0000           29909.0000                       29173047279689856.0000           54909.0000                       29201668127350824.0000           38909.0000                       29182276795847980.0000           909.0000                         109367722467711.8125             50909.0000                       29195622368852772.0000           2909.0000                        29120807842479104.0000           41909.0000                       29184470323994364.0000           17909.0000                       29154262788630140.0000           47909.0000                       29192068210992668.0000           53909.0000                       29200341650580680.0000           45909.0000                       29190890606065568.0000           60909.0000                       29213714382823672.0000         
